"id","instance","device","method","disappear_at_goal","rand_seed","cost","run_time","comment","method_source","date_edit"
"149","map_8by8_obst12_agents8_ex5.yaml","12400F","whoenig-origin","1","-1","53","0.004781","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:06:21"
"150","map_8by8_obst12_agents8_ex5.yaml","12400F","whoenig-origin","1","-1","53","0.003524","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:06:22"
"151","map_8by8_obst12_agents8_ex5.yaml","12400F","whoenig-origin","1","-1","53","0.00343","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:06:23"
"152","map_8by8_obst12_agents8_ex5.yaml","12400F","whoenig-origin","1","-1","53","0.005083","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:06:24"
"153","map_8by8_obst12_agents8_ex6.yaml","12400F","whoenig-origin","1","-1","33","0.001629","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:06:31"
"154","map_8by8_obst12_agents8_ex6.yaml","12400F","whoenig-origin","1","-1","33","0.002193","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:06:33"
"155","map_8by8_obst12_agents8_ex6.yaml","12400F","whoenig-origin","1","-1","33","0.001859","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:06:35"
"156","map_8by8_obst12_agents8_ex6.yaml","12400F","whoenig-origin","1","-1","33","0.001253","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:06:36"
"157","map_8by8_obst12_agents8_ex6.yaml","12400F","whoenig-origin","1","-1","33","0.002149","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:06:37"
"158","map_8by8_obst12_agents8_ex7.yaml","12400F","whoenig-origin","1","-1","60","0.006111","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:06:46"
"159","map_8by8_obst12_agents8_ex7.yaml","12400F","whoenig-origin","1","-1","60","0.005114","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:06:47"
"160","map_8by8_obst12_agents8_ex7.yaml","12400F","whoenig-origin","1","-1","60","0.005949","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:06:48"
"161","map_8by8_obst12_agents8_ex7.yaml","12400F","whoenig-origin","1","-1","60","0.006297","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:06:49"
"162","map_8by8_obst12_agents8_ex7.yaml","12400F","whoenig-origin","1","-1","60","0.005624","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:06:50"
"163","map_8by8_obst12_agents8_ex8.yaml","12400F","whoenig-origin","1","-1","50","0.001434","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:06:59"
"164","map_8by8_obst12_agents8_ex8.yaml","12400F","whoenig-origin","1","-1","50","0.001397","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:07:00"
"165","map_8by8_obst12_agents8_ex8.yaml","12400F","whoenig-origin","1","-1","50","0.00145","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:07:01"
"166","map_8by8_obst12_agents8_ex8.yaml","12400F","whoenig-origin","1","-1","50","0.00139","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:07:02"
"167","map_8by8_obst12_agents8_ex8.yaml","12400F","whoenig-origin","1","-1","50","0.00142","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:07:03"
"168","map_8by8_obst12_agents8_ex9.yaml","12400F","whoenig-origin","1","-1","36","0.001876","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:07:13"
"169","map_8by8_obst12_agents8_ex9.yaml","12400F","whoenig-origin","1","-1","36","0.002083","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:07:14"
"170","map_8by8_obst12_agents8_ex9.yaml","12400F","whoenig-origin","1","-1","36","0.002459","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:07:15"
"171","map_8by8_obst12_agents8_ex9.yaml","12400F","whoenig-origin","1","-1","36","0.002311","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:07:16"
"172","map_8by8_obst12_agents8_ex9.yaml","12400F","whoenig-origin","1","-1","36","0.002443","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:07:17"
"173","map_8by8_obst12_agents8_ex10.yaml","12400F","whoenig-origin","1","-1","55","0.007956","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:07:28"
"174","map_8by8_obst12_agents8_ex10.yaml","12400F","whoenig-origin","1","-1","55","0.008648","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:07:30"
"175","map_8by8_obst12_agents8_ex10.yaml","12400F","whoenig-origin","1","-1","55","0.008671","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:07:31"
"176","map_8by8_obst12_agents8_ex10.yaml","12400F","whoenig-origin","1","-1","55","0.007412","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:07:32"
"177","map_8by8_obst12_agents8_ex10.yaml","12400F","whoenig-origin","1","-1","55","0.007813","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:07:33"
"178","map_8by8_obst12_agents8_ex11.yaml","12400F","whoenig-origin","1","-1","49","0.019142","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:07:41"
"179","map_8by8_obst12_agents8_ex11.yaml","12400F","whoenig-origin","1","-1","49","0.012648","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:07:42"
"180","map_8by8_obst12_agents8_ex11.yaml","12400F","whoenig-origin","1","-1","49","0.013296","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:07:43"
"181","map_8by8_obst12_agents8_ex11.yaml","12400F","whoenig-origin","1","-1","49","0.013342","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:07:43"
"182","map_8by8_obst12_agents8_ex13.yaml","12400F","whoenig-origin","1","-1","65","0.011343","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:07:59"
"183","map_8by8_obst12_agents8_ex13.yaml","12400F","whoenig-origin","1","-1","65","0.010869","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:08:00"
"184","map_8by8_obst12_agents8_ex13.yaml","12400F","whoenig-origin","1","-1","65","0.010766","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:08:01"
"185","map_8by8_obst12_agents8_ex13.yaml","12400F","whoenig-origin","1","-1","65","0.010932","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:08:07"
"186","map_8by8_obst12_agents8_ex13.yaml","12400F","whoenig-origin","1","-1","65","0.010883","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:08:08"
"187","map_8by8_obst12_agents8_ex14.yaml","12400F","whoenig-origin","1","-1","44","0.007604","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:08:16"
"188","map_8by8_obst12_agents8_ex14.yaml","12400F","whoenig-origin","1","-1","44","0.007173","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:08:17"
"189","map_8by8_obst12_agents8_ex14.yaml","12400F","whoenig-origin","1","-1","44","0.007431","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:08:18"
"190","map_8by8_obst12_agents8_ex14.yaml","12400F","whoenig-origin","1","-1","44","0.013123","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:08:19"
"191","map_8by8_obst12_agents8_ex14.yaml","12400F","whoenig-origin","1","-1","44","0.013428","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:08:19"
"192","map_8by8_obst12_agents8_ex15.yaml","12400F","whoenig-origin","1","-1","28","0.002708","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:08:26"
"193","map_8by8_obst12_agents8_ex15.yaml","12400F","whoenig-origin","1","-1","28","0.002636","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:08:27"
"194","map_8by8_obst12_agents8_ex15.yaml","12400F","whoenig-origin","1","-1","28","0.002536","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:21:27"
"195","map_8by8_obst12_agents8_ex15.yaml","12400F","whoenig-origin","1","-1","28","0.002601","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:21:28"
"196","map_8by8_obst12_agents8_ex15.yaml","12400F","whoenig-origin","1","-1","28","0.002241","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:21:40"
"197","map_8by8_obst12_agents8_ex16.yaml","12400F","whoenig-origin","1","-1","52","0.002719","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:21:51"
"198","map_8by8_obst12_agents8_ex16.yaml","12400F","whoenig-origin","1","-1","52","0.002428","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:21:53"
"199","map_8by8_obst12_agents8_ex16.yaml","12400F","whoenig-origin","1","-1","52","0.002759","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:21:54"
"200","map_8by8_obst12_agents8_ex16.yaml","12400F","whoenig-origin","1","-1","52","0.003949","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:21:55"
"201","map_8by8_obst12_agents8_ex16.yaml","12400F","whoenig-origin","1","-1","52","0.002132","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:21:55"
"202","map_8by8_obst12_agents8_ex17.yaml","12400F","whoenig-origin","1","-1","60","0.002351","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:22:01"
"203","map_8by8_obst12_agents8_ex17.yaml","12400F","whoenig-origin","1","-1","60","0.00207","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:22:02"
"204","map_8by8_obst12_agents8_ex17.yaml","12400F","whoenig-origin","1","-1","60","0.002399","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:22:03"
"205","map_8by8_obst12_agents8_ex17.yaml","12400F","whoenig-origin","1","-1","60","0.001058","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:22:04"
"206","map_8by8_obst12_agents8_ex17.yaml","12400F","whoenig-origin","1","-1","60","0.002374","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:22:05"
"207","map_8by8_obst12_agents8_ex18.yaml","12400F","whoenig-origin","1","-1","45","0.002622","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:22:12"
"208","map_8by8_obst12_agents8_ex18.yaml","12400F","whoenig-origin","1","-1","45","0.002031","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:22:13"
"209","map_8by8_obst12_agents8_ex18.yaml","12400F","whoenig-origin","1","-1","45","0.002564","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:22:14"
"210","map_8by8_obst12_agents8_ex18.yaml","12400F","whoenig-origin","1","-1","45","0.002549","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:22:15"
"211","map_8by8_obst12_agents8_ex18.yaml","12400F","whoenig-origin","1","-1","45","0.002562","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:22:15"
"212","map_8by8_obst12_agents8_ex19.yaml","12400F","whoenig-origin","1","-1","32","0.002381","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:22:24"
"213","map_8by8_obst12_agents8_ex19.yaml","12400F","whoenig-origin","1","-1","32","0.002204","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:22:26"
"214","map_8by8_obst12_agents8_ex19.yaml","12400F","whoenig-origin","1","-1","32","0.002037","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:22:27"
"215","map_8by8_obst12_agents8_ex19.yaml","12400F","whoenig-origin","1","-1","32","0.002726","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:22:28"
"216","map_8by8_obst12_agents8_ex19.yaml","12400F","whoenig-origin","1","-1","32","0.002143","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:22:29"
"217","map_8by8_obst12_agents8_ex20.yaml","12400F","whoenig-origin","1","-1","51","0.097385","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:22:38"
"218","map_8by8_obst12_agents8_ex20.yaml","12400F","whoenig-origin","1","-1","51","0.096575","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:22:39"
"219","map_8by8_obst12_agents8_ex20.yaml","12400F","whoenig-origin","1","-1","51","0.096747","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:22:40"
"220","map_8by8_obst12_agents8_ex20.yaml","12400F","whoenig-origin","1","-1","51","0.097094","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:22:41"
"221","map_8by8_obst12_agents8_ex20.yaml","12400F","whoenig-origin","1","-1","51","0.096761","https://github.com/whoenig/libMultiRobotPlanning","https://github.com/whoenig/libMultiRobotPlanning","2024-06-14 19:22:42"
